,罪名,手口,管轄警察署（発生地）,管轄交番・駐在所（発生地）,市区町村コード（発生地）,都道府県（発生地）,市区町村（発生地）,町丁目（発生地）,発生年月日（始期）,発生時（始期）,発生場所,発生場所の詳細,施錠関係,盗難防止装置の有無,現金以外の主な被害品
0,窃盗,オートバイ盗,神田,神保町交番,131016,東京都,千代田区,神田神保町３丁目,2020-10-02,10,道路上,その他,キーあり,なし,自動二輪（50cc超）
1,窃盗,オートバイ盗,築地,数寄屋橋交番,131024,東京都,中央区,銀座６丁目,2020-03-21,16,その他,駐車（輪）場,キーあり,なし,原動機付自転車（50cc以下）
2,窃盗,オートバイ盗,月島,勝どき橋交番,131024,東京都,中央区,勝どき５丁目,2020-08-22,18,道路上,その他,キーあり,なし,原動機付自転車（50cc以下）
3,窃盗,オートバイ盗,麻布,盛岡町交番,131032,東京都,港区,南麻布３丁目,2020-07-05,16,道路上,その他,キーあり,なし,自動二輪（50cc超）
4,窃盗,オートバイ盗,麻布,西麻布交番,131032,東京都,港区,西麻布１丁目,2020-05-12,23,道路上,その他,キーあり,なし,原動機付自転車（50cc以下）
5,窃盗,オートバイ盗,東京湾岸,お台場海浜公園駅前交番,131083,東京都,江東区,青海１丁目,2020-01-12,11,駐車（輪）場,駐車（輪）場,キーあり,なし,自動二輪（50cc超）
6,窃盗,オートバイ盗,東京湾岸,都橋交番,131083,東京都,江東区,有明３丁目,2020-01-20,21,道路上,その他,キーあり,なし,原動機付自転車（50cc以下）
7,窃盗,オートバイ盗,東京湾岸,都橋交番,131083,東京都,江東区,東雲１丁目,2020-02-29,15,その他,駐車（輪）場,キーあり,あり,自動二輪（50cc超）
8,窃盗,オートバイ盗,品川,台場交番,131091,東京都,品川区,東品川１丁目,2020-04-09,18,４階建て以上共同住宅,駐車（輪）場,キーあり,なし,自動二輪（50cc超）
9,窃盗,オートバイ盗,品川,台場交番,131091,東京都,品川区,東品川１丁目,2020-11-10,23,駐車（輪）場,駐車（輪）場,キーあり,なし,原動機付自転車（50cc以下）
10,窃盗,オートバイ盗,品川,青物横丁駅前交番,131091,東京都,品川区,南品川２丁目,2020-11-04,19,４階建て以上共同住宅,駐車（輪）場,キーあり,あり,自動二輪（50cc超）
11,窃盗,オートバイ盗,大井,立会川交番,131091,東京都,品川区,東大井２丁目,2020-08-25,05,４階建て以上共同住宅,その他,キーあり,なし,原動機付自転車（50cc以下）
12,窃盗,オートバイ盗,大崎,五反田駅前交番,131091,東京都,品川区,西五反田２丁目,2020-12-15,01,道路上,その他,キーあり,なし,自動二輪（50cc超）
13,窃盗,オートバイ盗,大崎,五反田駅前交番,131091,東京都,品川区,西五反田２丁目,2020-12-15,01,道路上,その他,キーあり,なし,自動二輪（50cc超）
14,窃盗,オートバイ盗,荏原,平塚橋交番,131091,東京都,品川区,荏原１丁目,2019-08-18,00,道路上,その他,キーあり,なし,自動二輪（50cc超）
15,窃盗,オートバイ盗,荏原,平塚橋交番,131091,東京都,品川区,平塚３丁目,2020-07-31,17,駐車（輪）場,駐車（輪）場,キーあり,なし,自動二輪（50cc超）
16,窃盗,オートバイ盗,大森,大森海岸交番,131113,東京都,大田区,昭和島１丁目,2020-08-04,17,その他,駐車（輪）場,キーあり,なし,原動機付自転車（50cc以下）
17,窃盗,オートバイ盗,大森,大森海岸交番,131113,東京都,大田区,平和島１丁目,2020-12-21,17,駐車（輪）場,駐車（輪）場,キーあり,あり,自動二輪（50cc超）
18,窃盗,オートバイ盗,田園調布,道々橋交番,131113,東京都,大田区,仲池上１丁目,2020-05-03,22,４階建て以上共同住宅,駐車（輪）場,キーあり,なし,原動機付自転車（50cc以下）
19,窃盗,オートバイ盗,蒲田,蒲田駅東口交番,131113,東京都,大田区,蒲田本町１丁目,2020-10-12,23,４階建て以上共同住宅,駐車（輪）場,キーあり,なし,原動機付自転車（50cc以下）
20,窃盗,オートバイ盗,蒲田,日の出通交番,131113,東京都,大田区,西糀谷４丁目,2020-12-24,17,その他の住宅（３階建て以下共同住宅等）,その他,キーあり,なし,自動二輪（50cc超）
21,窃盗,オートバイ盗,蒲田,本羽田交番,131113,東京都,大田区,本羽田１丁目,2020-03-23,00,一戸建住宅,その他,キーあり,あり,自動二輪（50cc超）
22,窃盗,オートバイ盗,池上,池上駅前交番,131113,東京都,大田区,池上３丁目,2020-06-30,17,駐車（輪）場,駐車（輪）場,キーあり,なし,原動機付自転車（50cc以下）
23,窃盗,オートバイ盗,世田谷,三軒茶屋交番,131121,東京都,世田谷区,太子堂２丁目,2020-09-06,00,４階建て以上共同住宅,駐車（輪）場,キーあり,なし,自動二輪（50cc超）
24,窃盗,オートバイ盗,北沢,宮前橋交番,131121,東京都,世田谷区,代田３丁目,2019-01-25,13,道路上,その他,キーあり,なし,自動二輪（50cc超）
25,窃盗,オートバイ盗,北沢,明大前駅前交番,131121,東京都,世田谷区,松原１丁目,2020-09-23,07,駐車（輪）場,駐車（輪）場,キーあり,なし,原動機付自転車（50cc以下）
26,窃盗,オートバイ盗,玉川,用賀交番,131121,東京都,世田谷区,用賀４丁目,2020-02-17,04,道路上,その他,キーあり,なし,自動二輪（50cc超）
27,窃盗,オートバイ盗,玉川,深沢交番,131121,東京都,世田谷区,深沢４丁目,2020-06-28,15,その他,駐車（輪）場,キーあり,なし,原動機付自転車（50cc以下）
28,窃盗,オートバイ盗,成城,祖師谷大蔵交番,131121,東京都,世田谷区,砧８丁目,2020-11-30,14,４階建て以上共同住宅,駐車（輪）場,キーあり,なし,原動機付自転車（50cc以下）
29,窃盗,オートバイ盗,成城,烏山交番,131121,東京都,世田谷区,南烏山５丁目,2020-03-23,17,その他,その他,キーあり,なし,自動二輪（50cc超）
30,窃盗,オートバイ盗,成城,千歳船橋駅前交番,131121,東京都,世田谷区,船橋１丁目,2020-11-21,17,道路上,その他,キーあり,なし,自動二輪（50cc超）
31,窃盗,オートバイ盗,成城,八幡山駐在所,131121,東京都,世田谷区,八幡山３丁目,2019-11-01,不明,４階建て以上共同住宅,駐車（輪）場,キーあり,なし,原動機付自転車（50cc以下）
32,窃盗,オートバイ盗,目黒,祐天寺駅前交番,131105,東京都,目黒区,中央町２丁目,2020-01-30,14,道路上,その他,キーあり,なし,自動二輪（50cc超）
33,窃盗,オートバイ盗,目黒,中目黒駅前交番,131105,東京都,目黒区,青葉台１丁目,2020-12-04,00,道路上,その他,キーあり,なし,自動二輪（50cc超）
34,窃盗,オートバイ盗,渋谷,代官山交番,131130,東京都,渋谷区,猿楽町,2020-05-22,14,４階建て以上共同住宅,駐車（輪）場,キーあり,なし,自動二輪（50cc超）
35,窃盗,オートバイ盗,代々木,幡ケ谷駅前交番,131130,東京都,渋谷区,幡ヶ谷２丁目,2020-11-10,20,駐車（輪）場,駐車（輪）場,キーあり,なし,原動機付自転車（50cc以下）
36,窃盗,オートバイ盗,代々木,笹塚交番,131130,東京都,渋谷区,笹塚１丁目,2020-02-02,06,駐車（輪）場,駐車（輪）場,キーあり,あり,自動二輪（50cc超）
37,窃盗,オートバイ盗,代々木,代々木公園交番,131130,東京都,渋谷区,富ヶ谷１丁目,2020-01-12,15,道路上,その他,キーあり,なし,自動二輪（50cc超）
38,窃盗,オートバイ盗,牛込,鶴巻町交番,131041,東京都,新宿区,山吹町,2020-04-15,09,道路上,その他,キーあり,あり,自動二輪（50cc超）
39,窃盗,オートバイ盗,牛込,神楽坂上交番,131041,東京都,新宿区,横寺町,2020-01-27,15,その他,駐車（輪）場,キーあり,なし,原動機付自転車（50cc以下）
40,窃盗,オートバイ盗,新宿,淀橋市場前交番,131041,東京都,新宿区,北新宿４丁目,2020-05-15,12,その他,その他,キーあり,なし,原動機付自転車（50cc以下）
41,窃盗,オートバイ盗,新宿,大久保交番,131041,東京都,新宿区,大久保１丁目,2020-04-15,01,道路上,その他,キーあり,なし,自動二輪（50cc超）
42,窃盗,オートバイ盗,戸塚,下落合駅前交番,131041,東京都,新宿区,上落合１丁目,2020-12-19,08,その他,駐車（輪）場,キーあり,なし,自動二輪（50cc超）
43,窃盗,オートバイ盗,戸塚,中落合交番,131041,東京都,新宿区,中井１丁目,2020-07-04,10,道路上,その他,キーあり,なし,自動二輪（50cc超）
44,窃盗,オートバイ盗,戸塚,西落合交番,131041,東京都,新宿区,西落合２丁目,2019-12-15,12,道路上,その他,キーあり,なし,自動二輪（50cc超）
45,窃盗,オートバイ盗,戸塚,上落合交番,131041,東京都,新宿区,上落合３丁目,2020-05-21,15,一戸建住宅,その他,キーあり,なし,原動機付自転車（50cc以下）
46,窃盗,オートバイ盗,四谷,新宿交番,131041,東京都,新宿区,新宿２丁目,2020-01-30,18,道路上,その他,キーあり,あり,自動二輪（50cc超）
47,窃盗,オートバイ盗,四谷,花園交番,131041,東京都,新宿区,新宿５丁目,2020-01-27,11,道路上,その他,キーあり,なし,自動二輪（50cc超）
48,窃盗,オートバイ盗,中野,中野駅前交番,131148,東京都,中野区,中野２丁目,2020-07-09,15,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,キーあり,なし,原動機付自転車（50cc以下）
49,窃盗,オートバイ盗,中野,中野駅前交番,131148,東京都,中野区,中野３丁目,2020-08-14,05,４階建て以上共同住宅,駐車（輪）場,キーあり,なし,自動二輪（50cc超）
50,窃盗,オートバイ盗,野方,鷺宮六丁目交番,131148,東京都,中野区,上鷺宮５丁目,2020-09-06,20,その他の住宅（３階建て以下共同住宅等）,その他,キーあり,なし,原動機付自転車（50cc以下）
51,窃盗,オートバイ盗,杉並,新高円寺駅前交番,131156,東京都,杉並区,高円寺南３丁目,2020-03-05,00,道路上,その他,キーあり,なし,原動機付自転車（50cc以下）
52,窃盗,オートバイ盗,杉並,高円寺交番,131156,東京都,杉並区,高円寺南１丁目,2020-12-27,23,駐車（輪）場,駐車（輪）場,キーあり,あり,自動二輪（50cc超）
53,窃盗,オートバイ盗,高井戸,泉南交番,131156,東京都,杉並区,方南１丁目,2019-04-01,09,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,キーあり,あり,自動二輪（50cc超）
54,窃盗,オートバイ盗,高井戸,泉南交番,131156,東京都,杉並区,方南１丁目,2020-02-16,13,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,キーあり,なし,原動機付自転車（50cc以下）
55,窃盗,オートバイ盗,高井戸,方南交番,131156,東京都,杉並区,堀ノ内１丁目,2019-12-29,18,道路上,その他,キーあり,なし,原動機付自転車（50cc以下）
56,窃盗,オートバイ盗,高井戸,浜田山交番,131156,東京都,杉並区,浜田山２丁目,2020-06-17,12,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,キーあり,なし,原動機付自転車（50cc以下）
57,窃盗,オートバイ盗,荻窪,桃井四丁目交番,131156,東京都,杉並区,桃井１丁目,2020-03-17,15,一戸建住宅,その他,キーあり,なし,自動二輪（50cc超）
58,窃盗,オートバイ盗,荻窪,桃井四丁目交番,131156,東京都,杉並区,桃井３丁目,2020-06-13,04,道路上,その他,キーあり,なし,自動二輪（50cc超）
59,窃盗,オートバイ盗,巣鴨,,131164,東京都,豊島区,,2015-11-21,不明,道路上,その他,キーあり,なし,自動二輪（50cc超）
60,窃盗,オートバイ盗,池袋,池袋駅西口交番,131164,東京都,豊島区,池袋２丁目,2020-09-18,09,道路上,その他,キーあり,あり,自動二輪（50cc超）
61,窃盗,オートバイ盗,目白,椎名町駅前交番,131164,東京都,豊島区,長崎２丁目,2020-12-16,11,その他,その他,キーあり,なし,自動二輪（50cc超）
62,窃盗,オートバイ盗,赤羽,赤羽駅前交番,131172,東京都,北区,赤羽１丁目,2019-10-24,06,その他の住宅（３階建て以下共同住宅等）,その他,キーあり,なし,原動機付自転車（50cc以下）
63,窃盗,オートバイ盗,赤羽,赤羽駅前交番,131172,東京都,北区,赤羽南１丁目,2020-01-14,12,その他の住宅（３階建て以下共同住宅等）,その他,キーあり,なし,自動二輪（50cc超）
64,窃盗,オートバイ盗,赤羽,赤羽駅前交番,131172,東京都,北区,赤羽南２丁目,2020-09-09,09,その他,駐車（輪）場,キーあり,なし,自動二輪（50cc超）
65,窃盗,オートバイ盗,赤羽,西が丘交番,131172,東京都,北区,西が丘３丁目,2020-09-20,14,４階建て以上共同住宅,駐車（輪）場,キーあり,あり,自動二輪（50cc超）
66,窃盗,オートバイ盗,赤羽,浮間交番,131172,東京都,北区,浮間４丁目,2020-03-23,12,その他,駐車（輪）場,キーあり,なし,原動機付自転車（50cc以下）
67,窃盗,オートバイ盗,板橋,熊野町交番,131199,東京都,板橋区,中丸町,2020-04-26,22,道路上,その他,キーあり,なし,原動機付自転車（50cc以下）
68,窃盗,オートバイ盗,板橋,上板橋駅前交番,131199,東京都,板橋区,常盤台４丁目,2019-12-31,23,４階建て以上共同住宅,駐車（輪）場,キーあり,なし,自動二輪（50cc超）
69,窃盗,オートバイ盗,板橋,桜川三丁目駐在所,131199,東京都,板橋区,桜川３丁目,2020-05-25,14,その他,その他,キーあり,なし,原動機付自転車（50cc以下）
70,窃盗,オートバイ盗,志村,小豆沢交番,131199,東京都,板橋区,小豆沢１丁目,2020-06-01,20,４階建て以上共同住宅,駐車（輪）場,キーあり,なし,原動機付自転車（50cc以下）
71,窃盗,オートバイ盗,志村,坂上交番,131199,東京都,板橋区,志村３丁目,2020-07-28,08,駐車（輪）場,駐車（輪）場,キーあり,なし,原動機付自転車（50cc以下）
72,窃盗,オートバイ盗,志村,坂下交番,131199,東京都,板橋区,坂下２丁目,2019-10-01,06,４階建て以上共同住宅,駐車（輪）場,キーあり,なし,自動二輪（50cc超）
73,窃盗,オートバイ盗,志村,前野町交番,131199,東京都,板橋区,前野町４丁目,2020-03-31,23,道路上,その他,キーあり,なし,自動二輪（50cc超）
74,窃盗,オートバイ盗,志村,前野町交番,131199,東京都,板橋区,前野町５丁目,2020-05-12,16,一戸建住宅,駐車（輪）場,キーあり,なし,自動二輪（50cc超）
75,窃盗,オートバイ盗,練馬,貫井交番,131202,東京都,練馬区,貫井５丁目,2019-12-28,10,道路上,その他,キーあり,なし,原動機付自転車（50cc以下）
76,窃盗,オートバイ盗,練馬,豊玉交番,131202,東京都,練馬区,豊玉北４丁目,2020-12-08,22,４階建て以上共同住宅,駐車（輪）場,キーあり,あり,原動機付自転車（50cc以下）
77,窃盗,オートバイ盗,練馬,豊玉交番,131202,東京都,練馬区,貫井５丁目,2020-02-19,17,道路上,その他,キーあり,あり,原動機付自転車（50cc以下）
78,窃盗,オートバイ盗,石神井,石神井公園駅前交番,131202,東京都,練馬区,下石神井１丁目,2020-09-10,13,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,キーあり,なし,自動二輪（50cc超）
79,窃盗,オートバイ盗,石神井,石神井公園駅前交番,131202,東京都,練馬区,石神井町７丁目,2020-10-30,22,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,キーあり,なし,自動二輪（50cc超）
80,窃盗,オートバイ盗,石神井,石神井公園駅前交番,131202,東京都,練馬区,西大泉５丁目,2019-03-31,不明,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,キーあり,なし,原動機付自転車（50cc以下）
81,窃盗,オートバイ盗,石神井,武蔵関駅前交番,131202,東京都,練馬区,関町北５丁目,2020-05-18,18,その他,駐車（輪）場,キーあり,なし,原動機付自転車（50cc以下）
82,窃盗,オートバイ盗,石神井,上石神井駅前交番,131202,東京都,練馬区,上石神井４丁目,2020-03-24,22,その他の住宅（３階建て以下共同住宅等）,その他,キーあり,なし,自動二輪（50cc超）
83,窃盗,オートバイ盗,石神井,大泉学園交番,131202,東京都,練馬区,大泉学園町５丁目,2020-01-02,06,一戸建住宅,駐車（輪）場,キーあり,なし,自動二輪（50cc超）
84,窃盗,オートバイ盗,石神井,大泉学園交番,131202,東京都,練馬区,大泉学園町５丁目,2020-01-02,08,一戸建住宅,駐車（輪）場,キーあり,なし,自動二輪（50cc超）
85,窃盗,オートバイ盗,石神井,関町交番,131202,東京都,練馬区,関町東１丁目,2020-10-13,22,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,キーあり,なし,原動機付自転車（50cc以下）
86,窃盗,オートバイ盗,石神井,富士街道交番,131202,東京都,練馬区,石神井台４丁目,2020-10-09,12,その他,駐車（輪）場,キーあり,なし,原動機付自転車（50cc以下）
87,窃盗,オートバイ盗,石神井,富士街道交番,131202,東京都,練馬区,石神井台８丁目,2020-08-31,20,その他の住宅（３階建て以下共同住宅等）,その他,キーあり,あり,自動二輪（50cc超）
88,窃盗,オートバイ盗,石神井,武蔵関駐在所,131202,東京都,練馬区,関町南４丁目,2020-11-18,18,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,キーあり,なし,自動二輪（50cc超）
89,窃盗,オートバイ盗,高島平,笹目橋交番,131199,東京都,板橋区,三園１丁目,2020-05-04,10,一戸建住宅,駐車（輪）場,キーあり,なし,自動二輪（50cc超）
90,窃盗,オートバイ盗,高島平,笹目橋交番,131199,東京都,板橋区,三園１丁目,2020-09-18,19,駐車（輪）場,駐車（輪）場,キーあり,あり,自動二輪（50cc超）
91,窃盗,オートバイ盗,高島平,北野交番,131199,東京都,板橋区,徳丸２丁目,2020-05-07,16,その他,駐車（輪）場,キーあり,なし,自動二輪（50cc超）
92,窃盗,オートバイ盗,高島平,北野交番,131199,東京都,板橋区,徳丸２丁目,2020-06-30,17,その他,駐車（輪）場,キーあり,なし,原動機付自転車（50cc以下）
93,窃盗,オートバイ盗,高島平,成増駅前交番,131199,東京都,板橋区,成増２丁目,2020-10-05,07,駐車（輪）場,駐車（輪）場,キーあり,なし,原動機付自転車（50cc以下）
94,窃盗,オートバイ盗,高島平,成増駅前交番,131199,東京都,板橋区,成増３丁目,2020-10-05,12,道路上,その他,キーあり,なし,原動機付自転車（50cc以下）
95,窃盗,オートバイ盗,光が丘,土支田交番,131202,東京都,練馬区,旭町１丁目,2020-01-31,13,一戸建住宅,駐車（輪）場,キーあり,なし,原動機付自転車（50cc以下）
96,窃盗,オートバイ盗,光が丘,三原台交番,131202,東京都,練馬区,三原台３丁目,2020-01-16,15,その他,駐車（輪）場,キーあり,なし,自動二輪（50cc超）
97,窃盗,オートバイ盗,浅草,日本堤交番,131067,東京都,台東区,日本堤２丁目,2019-12-30,16,道路上,その他,キーあり,なし,自動二輪（50cc超）
98,窃盗,オートバイ盗,浅草,東浅草交番,131067,東京都,台東区,東浅草２丁目,2020-05-19,13,道路上,その他,キーあり,なし,自動二輪（50cc超）
99,窃盗,オートバイ盗,浅草,雷門交番,131067,東京都,台東区,雷門１丁目,2020-11-05,22,道路上,その他,キーあり,なし,自動二輪（50cc超）
100,窃盗,オートバイ盗,尾久,赤土交番,131181,東京都,荒川区,東尾久２丁目,2020-06-15,15,道路上,その他,キーあり,なし,自動二輪（50cc超）
101,窃盗,オートバイ盗,千住,北千住駅西口交番,131211,東京都,足立区,千住２丁目,2020-01-25,19,道路上,その他,キーあり,なし,原動機付自転車（50cc以下）
102,窃盗,オートバイ盗,西新井,梅田一丁目交番,131211,東京都,足立区,梅田４丁目,2020-09-11,17,一戸建住宅,駐車（輪）場,キーあり,なし,原動機付自転車（50cc以下）
103,窃盗,オートバイ盗,西新井,梅田七丁目交番,131211,東京都,足立区,梅島１丁目,2020-04-29,05,その他,駐車（輪）場,キーあり,なし,原動機付自転車（50cc以下）
104,窃盗,オートバイ盗,西新井,梅田七丁目交番,131211,東京都,足立区,梅島１丁目,2020-05-31,01,道路上,その他,キーあり,なし,原動機付自転車（50cc以下）
105,窃盗,オートバイ盗,西新井,梅田七丁目交番,131211,東京都,足立区,梅田７丁目,2020-07-12,12,駐車（輪）場,駐車（輪）場,キーあり,なし,自動二輪（50cc超）
106,窃盗,オートバイ盗,西新井,梅田七丁目交番,131211,東京都,足立区,梅田７丁目,2020-11-27,21,道路上,その他,キーあり,なし,自動二輪（50cc超）
107,窃盗,オートバイ盗,西新井,西新井駅前交番,131211,東京都,足立区,西新井栄町１丁目,2020-02-27,11,道路上,その他,キーあり,なし,自動二輪（50cc超）
108,窃盗,オートバイ盗,西新井,西新井駅前交番,131211,東京都,足立区,西新井栄町１丁目,2020-07-26,12,その他,駐車（輪）場,キーあり,なし,自動二輪（50cc超）
109,窃盗,オートバイ盗,西新井,西新井駅前交番,131211,東京都,足立区,西新井栄町１丁目,2020-08-01,16,その他,駐車（輪）場,キーあり,なし,自動二輪（50cc超）
110,窃盗,オートバイ盗,西新井,西新井駅前交番,131211,東京都,足立区,西新井栄町２丁目,2020-06-21,13,駐車（輪）場,駐車（輪）場,キーあり,なし,原動機付自転車（50cc以下）
111,窃盗,オートバイ盗,西新井,関原三丁目交番,131211,東京都,足立区,関原２丁目,2020-07-30,15,その他,駐車（輪）場,キーあり,なし,自動二輪（50cc超）
112,窃盗,オートバイ盗,西新井,宮城交番,131211,東京都,足立区,小台１丁目,2020-03-12,07,道路上,その他,キーあり,なし,自動二輪（50cc超）
113,窃盗,オートバイ盗,西新井,島根交番,131211,東京都,足立区,島根２丁目,2020-04-23,19,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,キーあり,なし,自動二輪（50cc超）
114,窃盗,オートバイ盗,西新井,島根交番,131211,東京都,足立区,六月１丁目,2020-01-16,18,その他,駐車（輪）場,キーあり,なし,自動二輪（50cc超）
115,窃盗,オートバイ盗,西新井,島根交番,131211,東京都,足立区,六月１丁目,2020-03-01,不明,その他,駐車（輪）場,キーあり,あり,自動二輪（50cc超）
116,窃盗,オートバイ盗,西新井,島根交番,131211,東京都,足立区,六月１丁目,2020-03-20,16,駐車（輪）場,駐車（輪）場,キーあり,なし,原動機付自転車（50cc以下）
117,窃盗,オートバイ盗,西新井,島根交番,131211,東京都,足立区,六月１丁目,2020-03-20,20,その他,その他,キーあり,あり,自動二輪（50cc超）
118,窃盗,オートバイ盗,西新井,皿沼交番,131211,東京都,足立区,江北７丁目,2019-11-01,12,その他の住宅（３階建て以下共同住宅等）,その他,キーあり,なし,自動二輪（50cc超）
119,窃盗,オートバイ盗,西新井,扇交番,131211,東京都,足立区,扇１丁目,2020-05-15,17,４階建て以上共同住宅,駐車（輪）場,キーあり,なし,原動機付自転車（50cc以下）
120,窃盗,オートバイ盗,綾瀬,大谷田交番,131211,東京都,足立区,大谷田３丁目,2020-03-27,13,道路上,その他,キーあり,なし,自動二輪（50cc超）
121,窃盗,オートバイ盗,綾瀬,大谷田交番,131211,東京都,足立区,大谷田５丁目,2020-12-14,21,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,キーあり,なし,原動機付自転車（50cc以下）
122,窃盗,オートバイ盗,綾瀬,大谷田交番,131211,東京都,足立区,佐野２丁目,2020-11-08,18,その他の住宅（３階建て以下共同住宅等）,その他,キーあり,なし,原動機付自転車（50cc以下）
123,窃盗,オートバイ盗,綾瀬,中川交番,131211,東京都,足立区,中川１丁目,2020-03-17,16,一戸建住宅,駐車（輪）場,キーあり,なし,自動二輪（50cc超）
124,窃盗,オートバイ盗,綾瀬,綾瀬駅西口交番,131211,東京都,足立区,綾瀬１丁目,2020-03-18,05,駐車（輪）場,駐車（輪）場,キーあり,なし,原動機付自転車（50cc以下）
125,窃盗,オートバイ盗,綾瀬,中央本町交番,131211,東京都,足立区,一ツ家１丁目,2020-07-02,20,その他,駐車（輪）場,キーあり,なし,自動二輪（50cc超）
126,窃盗,オートバイ盗,綾瀬,中央本町交番,131211,東京都,足立区,平野３丁目,2020-03-11,19,道路上,その他,キーあり,なし,自動二輪（50cc超）
127,窃盗,オートバイ盗,竹の塚,竹の塚駅前交番,131211,東京都,足立区,竹の塚４丁目,2020-09-21,15,道路上,その他,キーあり,あり,自動二輪（50cc超）
