,罪名,手口,管轄警察署（発生地）,管轄交番・駐在所（発生地）,市区町村コード（発生地）,都道府県（発生地）,市区町村（発生地）,町丁目（発生地）,発生年月日（始期）,発生時（始期）,発生場所,発生場所の詳細,施錠関係,盗難防止装置の有無,現金以外の主な被害品
253,窃盗,オートバイ盗,町田,図師駐在所,132098,東京都,町田市,図師町,2020-10-30,10,一戸建住宅,駐車（輪）場,キーあり,なし,自動二輪（50cc超）
254,窃盗,オートバイ盗,町田,木曽交番,132098,東京都,町田市,本町田,2020-02-14,20,４階建て以上共同住宅,駐車（輪）場,キーあり,なし,原動機付自転車（50cc以下）
255,窃盗,オートバイ盗,町田,木曽交番,132098,東京都,町田市,本町田,2020-02-20,16,４階建て以上共同住宅,駐車（輪）場,キーあり,なし,自動二輪（50cc超）
256,窃盗,オートバイ盗,町田,木曽交番,132098,東京都,町田市,木曽東１丁目,2020-02-22,17,４階建て以上共同住宅,駐車（輪）場,キーあり,なし,原動機付自転車（50cc以下）
257,窃盗,オートバイ盗,町田,木曽交番,132098,東京都,町田市,木曽東１丁目,2020-11-09,21,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,キーあり,なし,自動二輪（50cc超）
258,窃盗,オートバイ盗,町田,木曽交番,132098,東京都,町田市,木曽東３丁目,2020-07-10,22,４階建て以上共同住宅,駐車（輪）場,キーあり,なし,自動二輪（50cc超）
259,窃盗,オートバイ盗,町田,木曽交番,132098,東京都,町田市,木曽東４丁目,2020-03-26,11,４階建て以上共同住宅,駐車（輪）場,キーあり,なし,原動機付自転車（50cc以下）
260,窃盗,オートバイ盗,町田,木曽交番,132098,東京都,町田市,木曽東４丁目,2020-04-25,16,４階建て以上共同住宅,駐車（輪）場,キーあり,なし,原動機付自転車（50cc以下）
261,窃盗,オートバイ盗,町田,木曽交番,132098,東京都,町田市,木曽東４丁目,2020-11-09,08,４階建て以上共同住宅,駐車（輪）場,キーあり,なし,自動二輪（50cc超）
262,窃盗,オートバイ盗,町田,常盤駐在所,132098,東京都,町田市,図師町,2020-01-20,10,駐車（輪）場,駐車（輪）場,キーあり,なし,原動機付自転車（50cc以下）
263,窃盗,オートバイ盗,町田,常盤駐在所,132098,東京都,町田市,常盤町,2020-02-08,18,その他,駐車（輪）場,キーあり,あり,自動二輪（50cc超）
264,窃盗,オートバイ盗,町田,小山田駐在所,132098,東京都,町田市,下小山田町,2019-12-22,16,４階建て以上共同住宅,駐車（輪）場,キーあり,なし,原動機付自転車（50cc以下）
265,窃盗,オートバイ盗,町田,つくし野駅前交番,132098,東京都,町田市,小川４丁目,2020-05-04,14,一戸建住宅,駐車（輪）場,キーあり,なし,原動機付自転車（50cc以下）
266,窃盗,オートバイ盗,町田,つくし野駅前交番,132098,東京都,町田市,南つくし野３丁目,2020-11-09,02,４階建て以上共同住宅,駐車（輪）場,キーあり,なし,自動二輪（50cc超）
267,窃盗,オートバイ盗,町田,成瀬駅前交番,132098,東京都,町田市,南成瀬５丁目,2020-05-25,05,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,キーあり,なし,原動機付自転車（50cc以下）
268,窃盗,オートバイ盗,町田,忠生駐在所,132098,東京都,町田市,忠生４丁目,2020-05-26,22,４階建て以上共同住宅,駐車（輪）場,キーあり,なし,自動二輪（50cc超）
269,窃盗,オートバイ盗,町田,高ヶ坂駐在所,132098,東京都,町田市,高ヶ坂３丁目,2020-04-02,21,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,キーあり,なし,自動二輪（50cc超）
270,窃盗,オートバイ盗,町田,忠生地区交番,132098,東京都,町田市,忠生１丁目,2020-05-20,13,その他,その他,キーあり,なし,自動二輪（50cc超）
271,窃盗,オートバイ盗,町田,忠生地区交番,132098,東京都,町田市,山崎町,2020-11-25,14,４階建て以上共同住宅,駐車（輪）場,キーあり,なし,原動機付自転車（50cc以下）
272,窃盗,オートバイ盗,町田,忠生地区交番,132098,東京都,町田市,木曽西２丁目,2019-12-10,09,駐車（輪）場,駐車（輪）場,キーあり,なし,原動機付自転車（50cc以下）
273,窃盗,オートバイ盗,日野,豊田駅前交番,132128,東京都,日野市,旭が丘１丁目,2020-06-11,16,４階建て以上共同住宅,駐車（輪）場,キーあり,なし,原動機付自転車（50cc以下）
274,窃盗,オートバイ盗,日野,多摩平交番,132128,東京都,日野市,多摩平１丁目,2020-11-04,20,道路上,その他,キーあり,なし,原動機付自転車（50cc以下）
275,窃盗,オートバイ盗,日野,平山交番,132128,東京都,日野市,平山５丁目,2019-11-14,23,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,キーあり,なし,自動二輪（50cc超）
276,窃盗,オートバイ盗,日野,高幡不動駅南口交番,132128,東京都,日野市,高幡,2020-01-20,00,４階建て以上共同住宅,駐車（輪）場,キーあり,なし,原動機付自転車（50cc以下）
277,窃盗,オートバイ盗,日野,高幡不動駅南口交番,132128,東京都,日野市,南平１丁目,2020-03-06,17,その他,駐車（輪）場,キーあり,なし,原動機付自転車（50cc以下）
278,窃盗,オートバイ盗,日野,百草団地交番,132128,東京都,日野市,百草,2020-09-09,20,その他,駐車（輪）場,キーあり,なし,原動機付自転車（50cc以下）
279,窃盗,オートバイ盗,昭島,昭島駅前交番,132071,東京都,昭島市,田中町,2020-01-05,08,駐車（輪）場,駐車（輪）場,キーあり,なし,原動機付自転車（50cc以下）
280,窃盗,オートバイ盗,昭島,つつじが丘駐在所,132071,東京都,昭島市,つつじが丘２丁目,2017-05-01,不明,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,キーあり,なし,自動二輪（50cc超）
281,窃盗,オートバイ盗,昭島,つつじが丘駐在所,132071,東京都,昭島市,つつじが丘２丁目,2020-08-01,17,その他,駐車（輪）場,キーあり,なし,自動二輪（50cc超）
282,窃盗,オートバイ盗,立川,国立駅前交番,132152,東京都,国立市,北１丁目,2020-06-16,03,４階建て以上共同住宅,その他,キーあり,なし,原動機付自転車（50cc以下）
283,窃盗,オートバイ盗,立川,立川駅南口交番,132021,東京都,立川市,柴崎町３丁目,2020-01-11,21,道路上,その他,キーあり,なし,原動機付自転車（50cc以下）
284,窃盗,オートバイ盗,立川,立川駅北口交番,132021,東京都,立川市,曙町２丁目,2020-11-25,17,その他,駐車（輪）場,キーあり,なし,自動二輪（50cc超）
285,窃盗,オートバイ盗,立川,立川駅北口交番,132021,東京都,立川市,曙町２丁目,2020-12-08,09,その他,駐車（輪）場,キーあり,なし,原動機付自転車（50cc以下）
286,窃盗,オートバイ盗,立川,天王橋交番,132021,東京都,立川市,上砂町１丁目,2020-12-08,15,道路上,その他,キーあり,なし,原動機付自転車（50cc以下）
287,窃盗,オートバイ盗,府中,多磨駐在所,132063,東京都,府中市,紅葉丘２丁目,2020-12-22,13,一戸建住宅,駐車（輪）場,キーあり,なし,原動機付自転車（50cc以下）
288,窃盗,オートバイ盗,府中,是政交番,132063,東京都,府中市,是政４丁目,2020-05-14,16,その他,駐車（輪）場,キーあり,なし,自動二輪（50cc超）
289,窃盗,オートバイ盗,府中,大国魂交番,132063,東京都,府中市,宮西町１丁目,2020-08-04,17,その他,駐車（輪）場,キーあり,なし,原動機付自転車（50cc以下）
290,窃盗,オートバイ盗,府中,大国魂交番,132063,東京都,府中市,宮町１丁目,2020-06-18,05,道路上,その他,キーあり,なし,原動機付自転車（50cc以下）
291,窃盗,オートバイ盗,小金井,本多交番,132101,東京都,小金井市,貫井北町１丁目,2020-02-04,16,駐車（輪）場,駐車（輪）場,キーあり,なし,自動二輪（50cc超）
292,窃盗,オートバイ盗,小金井,西国分寺駅前交番,132144,東京都,国分寺市,内藤２丁目,2020-04-06,09,４階建て以上共同住宅,その他,キーあり,なし,原動機付自転車（50cc以下）
293,窃盗,オートバイ盗,田無,田無駅前交番,132292,東京都,西東京市,南町３丁目,2020-11-09,23,４階建て以上共同住宅,駐車（輪）場,キーあり,なし,自動二輪（50cc超）
294,窃盗,オートバイ盗,田無,坂下交番,132292,東京都,西東京市,柳沢２丁目,2020-12-08,18,４階建て以上共同住宅,駐車（輪）場,キーあり,なし,原動機付自転車（50cc以下）
295,窃盗,オートバイ盗,田無,坂下交番,132292,東京都,西東京市,柳沢４丁目,2020-08-03,19,一戸建住宅,駐車（輪）場,キーあり,なし,原動機付自転車（50cc以下）
296,窃盗,オートバイ盗,田無,泉町交番,132292,東京都,西東京市,保谷町６丁目,2020-07-14,04,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,キーあり,なし,自動二輪（50cc超）
297,窃盗,オートバイ盗,田無,上の原交番,132225,東京都,東久留米市,金山町１丁目,2020-04-23,07,その他,その他,キーあり,なし,原動機付自転車（50cc以下）
298,窃盗,オートバイ盗,東村山,八坂交番,132136,東京都,東村山市,美住町１丁目,2020-05-14,17,４階建て以上共同住宅,駐車（輪）場,キーあり,なし,原動機付自転車（50cc以下）
299,窃盗,オートバイ盗,東村山,梅園駐在所,132217,東京都,清瀬市,梅園３丁目,2020-05-01,19,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,キーあり,なし,原動機付自転車（50cc以下）
300,窃盗,オートバイ盗,東村山,竹丘駐在所,132217,東京都,清瀬市,竹丘３丁目,2020-05-28,19,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,キーあり,あり,自動二輪（50cc超）
301,窃盗,オートバイ盗,東村山,下清戸駐在所,132217,東京都,清瀬市,中清戸４丁目,2019-01-01,不明,４階建て以上共同住宅,駐車（輪）場,キーあり,なし,原動機付自転車（50cc以下）
302,窃盗,オートバイ盗,三鷹,三鷹駅前交番,132047,東京都,三鷹市,上連雀１丁目,2020-03-11,08,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,キーあり,なし,原動機付自転車（50cc以下）
303,窃盗,オートバイ盗,三鷹,三鷹駅前交番,132047,東京都,三鷹市,下連雀４丁目,2020-12-11,08,４階建て以上共同住宅,駐車（輪）場,キーあり,なし,自動二輪（50cc超）
304,窃盗,オートバイ盗,三鷹,中仙川交番,132047,東京都,三鷹市,新川４丁目,2014-10-20,00,４階建て以上共同住宅,その他,キーあり,なし,原動機付自転車（50cc以下）
305,窃盗,オートバイ盗,三鷹,上連雀交番,132047,東京都,三鷹市,上連雀５丁目,2020-09-25,21,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,キーあり,なし,原動機付自転車（50cc以下）
306,窃盗,オートバイ盗,調布,京王多摩川駅前交番,132080,東京都,調布市,多摩川２丁目,2020-08-16,19,駐車（輪）場,駐車（輪）場,キーあり,あり,原動機付自転車（50cc以下）
307,窃盗,オートバイ盗,調布,菊野台交番,132080,東京都,調布市,菊野台３丁目,2015-09-20,00,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,キーあり,なし,自動二輪（50cc超）
308,窃盗,オートバイ盗,調布,菊野台交番,132080,東京都,調布市,西つつじケ丘１丁目,2020-03-24,13,駐車（輪）場,駐車（輪）場,キーあり,あり,原動機付自転車（50cc以下）
309,窃盗,オートバイ盗,調布,多摩川住宅交番,132195,東京都,狛江市,西和泉２丁目,2018-01-01,00,駐車（輪）場,駐車（輪）場,キーあり,なし,原動機付自転車（50cc以下）
310,窃盗,オートバイ盗,小平,小平駅前交番,132110,東京都,小平市,大沼町１丁目,2020-02-17,21,一戸建住宅,駐車（輪）場,キーあり,なし,自動二輪（50cc超）
311,窃盗,オートバイ盗,小平,小川駅前交番,132110,東京都,小平市,小川東町２丁目,2020-11-10,19,４階建て以上共同住宅,駐車（輪）場,キーあり,あり,自動二輪（50cc超）
312,窃盗,オートバイ盗,小平,小川駅前交番,132110,東京都,小平市,津田町２丁目,2020-03-19,09,一戸建住宅,駐車（輪）場,キーあり,なし,自動二輪（50cc超）
313,窃盗,オートバイ盗,小平,仲町交番,132110,東京都,小平市,学園東町２丁目,2020-07-07,02,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,キーあり,なし,原動機付自転車（50cc以下）
314,窃盗,オートバイ盗,小平,大沼町交番,132110,東京都,小平市,大沼町７丁目,2020-12-11,16,４階建て以上共同住宅,駐車（輪）場,キーあり,なし,原動機付自転車（50cc以下）
315,窃盗,オートバイ盗,深川,森下交番,131083,東京都,江東区,新大橋３丁目,2020-03-12,18,４階建て以上共同住宅,駐車（輪）場,キーなし,なし,自動二輪（50cc超）
316,窃盗,オートバイ盗,深川,住吉交番,131083,東京都,江東区,住吉２丁目,2019-12-26,15,道路上,その他,キーなし,なし,原動機付自転車（50cc以下）
317,窃盗,オートバイ盗,深川,門前仲町交番,131083,東京都,江東区,木場２丁目,2020-01-16,05,道路上,その他,キーなし,なし,自動二輪（50cc超）
318,窃盗,オートバイ盗,深川,千田交番,131083,東京都,江東区,扇橋３丁目,2020-05-31,01,４階建て以上共同住宅,駐車（輪）場,キーなし,なし,原動機付自転車（50cc以下）
319,窃盗,オートバイ盗,深川,豊洲交番,131083,東京都,江東区,豊洲４丁目,2014-01-04,15,４階建て以上共同住宅,駐車（輪）場,キーなし,なし,自動二輪（50cc超）
320,窃盗,オートバイ盗,深川,枝川交番,131083,東京都,江東区,塩浜１丁目,2020-05-23,18,４階建て以上共同住宅,駐車（輪）場,キーなし,なし,原動機付自転車（50cc以下）
321,窃盗,オートバイ盗,愛宕,浜松町交番,131032,東京都,港区,浜松町２丁目,2016-10-01,不明,その他の住宅（３階建て以下共同住宅等）,その他,キーなし,なし,自動二輪（50cc超）
322,窃盗,オートバイ盗,高輪,白金三光町交番,131032,東京都,港区,白金３丁目,2020-10-27,10,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,キーなし,なし,自動二輪（50cc超）
323,窃盗,オートバイ盗,東京湾岸,第五台場交番,131091,東京都,品川区,八潮３丁目,2020-12-22,06,その他,駐車（輪）場,キーなし,あり,原動機付自転車（50cc以下）
324,窃盗,オートバイ盗,東京湾岸,大田市場前交番,131113,東京都,大田区,東海３丁目,2019-11-10,14,駐車（輪）場,駐車（輪）場,キーなし,なし,自動二輪（50cc超）
325,窃盗,オートバイ盗,東京湾岸,辰巳交番,131083,東京都,江東区,辰巳２丁目,2020-10-06,19,４階建て以上共同住宅,駐車（輪）場,キーなし,なし,自動二輪（50cc超）
326,窃盗,オートバイ盗,品川,台場交番,131091,東京都,品川区,北品川１丁目,2020-05-05,09,４階建て以上共同住宅,駐車（輪）場,キーなし,なし,自動二輪（50cc超）
327,窃盗,オートバイ盗,品川,三ツ木交番,131091,東京都,品川区,西品川２丁目,2015-10-01,11,道路上,その他,キーなし,なし,自動二輪（50cc超）
328,窃盗,オートバイ盗,大井,立会川交番,131091,東京都,品川区,南大井４丁目,2020-11-09,22,４階建て以上共同住宅,駐車（輪）場,キーなし,なし,原動機付自転車（50cc以下）
329,窃盗,オートバイ盗,大井,南大井交番,131091,東京都,品川区,南大井５丁目,2020-09-29,09,道路上,その他,キーなし,なし,自動二輪（50cc超）
330,窃盗,オートバイ盗,大崎,大崎駅前交番,131091,東京都,品川区,大崎２丁目,2020-07-10,12,４階建て以上共同住宅,駐車（輪）場,キーなし,なし,自動二輪（50cc超）
331,窃盗,オートバイ盗,大崎,目黒駅前交番,131091,東京都,品川区,上大崎２丁目,2020-10-22,12,道路上,その他,キーなし,なし,原動機付自転車（50cc以下）
332,窃盗,オートバイ盗,荏原,平塚橋交番,131091,東京都,品川区,荏原１丁目,2016-08-05,09,道路上,その他,キーなし,なし,自動二輪（50cc超）
333,窃盗,オートバイ盗,荏原,源氏前交番,131091,東京都,品川区,中延５丁目,2020-05-02,21,道路上,その他,キーなし,なし,自動二輪（50cc超）
334,窃盗,オートバイ盗,荏原,旗の台交番,131091,東京都,品川区,旗の台２丁目,2019-12-25,17,４階建て以上共同住宅,駐車（輪）場,キーなし,なし,自動二輪（50cc超）
335,窃盗,オートバイ盗,荏原,旗の台交番,131091,東京都,品川区,旗の台２丁目,2020-12-03,18,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,キーなし,なし,原動機付自転車（50cc以下）
336,窃盗,オートバイ盗,大森,谷戸交番,131113,東京都,大田区,大森中３丁目,2020-05-11,21,一戸建住宅,駐車（輪）場,キーなし,なし,自動二輪（50cc超）
337,窃盗,オートバイ盗,大森,大森西交番,131113,東京都,大田区,大森西４丁目,2018-10-15,22,道路上,その他,キーなし,なし,原動機付自転車（50cc以下）
338,窃盗,オートバイ盗,大森,大森海岸交番,131113,東京都,大田区,大森東１丁目,2020-09-08,06,道路上,その他,キーなし,なし,原動機付自転車（50cc以下）
339,窃盗,オートバイ盗,大森,大森海岸交番,131113,東京都,大田区,平和島１丁目,2020-02-17,16,その他,駐車（輪）場,キーなし,なし,自動二輪（50cc超）
340,窃盗,オートバイ盗,大森,大森駅前交番,131113,東京都,大田区,大森北２丁目,2020-10-06,09,その他,駐車（輪）場,キーなし,なし,原動機付自転車（50cc以下）
341,窃盗,オートバイ盗,田園調布,道々橋交番,131113,東京都,大田区,上池台３丁目,2020-10-01,17,一戸建住宅,その他,キーなし,なし,原動機付自転車（50cc以下）
342,窃盗,オートバイ盗,田園調布,丸子橋交番,131113,東京都,大田区,田園調布本町,2020-08-17,20,４階建て以上共同住宅,駐車（輪）場,キーなし,あり,自動二輪（50cc超）
343,窃盗,オートバイ盗,蒲田,京急蒲田駅前交番,131113,東京都,大田区,東蒲田２丁目,2020-03-01,22,その他,その他,キーなし,なし,原動機付自転車（50cc以下）
344,窃盗,オートバイ盗,蒲田,京急蒲田駅前交番,131113,東京都,大田区,南蒲田１丁目,2017-07-21,不明,４階建て以上共同住宅,その他,キーなし,なし,原動機付自転車（50cc以下）
345,窃盗,オートバイ盗,蒲田,蒲田駅東口交番,131113,東京都,大田区,蒲田５丁目,2020-09-10,06,４階建て以上共同住宅,駐車（輪）場,キーなし,なし,原動機付自転車（50cc以下）
346,窃盗,オートバイ盗,蒲田,蒲田駅東口交番,131113,東京都,大田区,蒲田本町１丁目,2020-09-09,19,４階建て以上共同住宅,駐車（輪）場,キーなし,なし,原動機付自転車（50cc以下）
347,窃盗,オートバイ盗,蒲田,蒲田駅西口交番,131113,東京都,大田区,西蒲田７丁目,2020-06-06,19,道路上,その他,キーなし,なし,自動二輪（50cc超）
348,窃盗,オートバイ盗,蒲田,西六郷交番,131113,東京都,大田区,西六郷１丁目,2020-07-30,00,道路上,その他,キーなし,なし,原動機付自転車（50cc以下）
349,窃盗,オートバイ盗,蒲田,西六郷交番,131113,東京都,大田区,西六郷４丁目,2020-10-01,20,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,キーなし,なし,自動二輪（50cc超）
350,窃盗,オートバイ盗,蒲田,東六郷交番,131113,東京都,大田区,南六郷１丁目,2019-12-26,12,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,キーなし,なし,原動機付自転車（50cc以下）
351,窃盗,オートバイ盗,蒲田,東六郷交番,131113,東京都,大田区,南六郷２丁目,2017-03-21,不明,４階建て以上共同住宅,駐車（輪）場,キーなし,なし,原動機付自転車（50cc以下）
352,窃盗,オートバイ盗,蒲田,東六郷交番,131113,東京都,大田区,南六郷２丁目,2020-12-21,12,道路上,その他,キーなし,なし,自動二輪（50cc超）
353,窃盗,オートバイ盗,蒲田,雑色交番,131113,東京都,大田区,仲六郷２丁目,2020-02-25,17,その他,駐車（輪）場,キーなし,なし,原動機付自転車（50cc以下）
354,窃盗,オートバイ盗,蒲田,日の出通交番,131113,東京都,大田区,南蒲田３丁目,2020-08-12,17,道路上,その他,キーなし,なし,原動機付自転車（50cc以下）
355,窃盗,オートバイ盗,蒲田,本羽田交番,131113,東京都,大田区,萩中１丁目,2016-05-26,不明,駐車（輪）場,駐車（輪）場,キーなし,なし,自動二輪（50cc超）
356,窃盗,オートバイ盗,蒲田,大鳥居交番,131113,東京都,大田区,萩中３丁目,2020-02-21,17,４階建て以上共同住宅,駐車（輪）場,キーなし,なし,自動二輪（50cc超）
357,窃盗,オートバイ盗,蒲田,大鳥居交番,131113,東京都,大田区,萩中３丁目,2020-02-22,22,その他の住宅（３階建て以下共同住宅等）,その他,キーなし,なし,原動機付自転車（50cc以下）
358,窃盗,オートバイ盗,蒲田,大鳥居交番,131113,東京都,大田区,萩中３丁目,2020-05-07,15,道路上,その他,キーなし,なし,原動機付自転車（50cc以下）
359,窃盗,オートバイ盗,蒲田,北糀谷交番,131113,東京都,大田区,東糀谷１丁目,2017-03-30,13,４階建て以上共同住宅,駐車（輪）場,キーなし,なし,原動機付自転車（50cc以下）
360,窃盗,オートバイ盗,池上,市野倉交番,131113,東京都,大田区,中央８丁目,2020-04-17,01,駐車（輪）場,駐車（輪）場,キーなし,なし,自動二輪（50cc超）
361,窃盗,オートバイ盗,池上,池上駅前交番,131113,東京都,大田区,池上１丁目,2020-05-03,23,その他,その他,キーなし,なし,自動二輪（50cc超）
362,窃盗,オートバイ盗,池上,池上駅前交番,131113,東京都,大田区,池上３丁目,2020-09-30,18,４階建て以上共同住宅,駐車（輪）場,キーなし,なし,原動機付自転車（50cc以下）
363,窃盗,オートバイ盗,池上,多摩川大橋交番,131113,東京都,大田区,多摩川２丁目,2020-11-26,07,４階建て以上共同住宅,駐車（輪）場,キーなし,あり,自動二輪（50cc超）
364,窃盗,オートバイ盗,池上,千鳥交番,131113,東京都,大田区,矢口１丁目,2020-06-21,07,駐車（輪）場,駐車（輪）場,キーなし,なし,自動二輪（50cc超）
365,窃盗,オートバイ盗,東京空港,第１ターミナル交番,131113,東京都,大田区,羽田空港３丁目,2020-06-25,07,道路上,その他,キーなし,なし,自動二輪（50cc超）
366,窃盗,オートバイ盗,世田谷,上馬交番,131121,東京都,世田谷区,駒沢２丁目,2020-05-09,22,道路上,その他,キーなし,なし,自動二輪（50cc超）
367,窃盗,オートバイ盗,世田谷,若林交番,131121,東京都,世田谷区,若林２丁目,2020-07-02,21,一戸建住宅,駐車（輪）場,キーなし,なし,自動二輪（50cc超）
368,窃盗,オートバイ盗,世田谷,桜丘交番,131121,東京都,世田谷区,桜丘２丁目,2020-06-25,17,その他,駐車（輪）場,キーなし,なし,自動二輪（50cc超）
369,窃盗,オートバイ盗,世田谷,桜丘交番,131121,東京都,世田谷区,桜丘３丁目,2020-11-08,09,一戸建住宅,駐車（輪）場,キーなし,なし,原動機付自転車（50cc以下）
370,窃盗,オートバイ盗,北沢,赤堤交番,131121,東京都,世田谷区,松原６丁目,2020-08-07,08,その他の住宅（３階建て以下共同住宅等）,その他,キーなし,なし,原動機付自転車（50cc以下）
371,窃盗,オートバイ盗,北沢,明大前駅前交番,131121,東京都,世田谷区,松原１丁目,2020-09-14,09,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,キーなし,なし,原動機付自転車（50cc以下）
372,窃盗,オートバイ盗,玉川,奥沢駅前交番,131121,東京都,世田谷区,奥沢１丁目,2020-09-01,17,道路上,その他,キーなし,なし,自動二輪（50cc超）
373,窃盗,オートバイ盗,玉川,二子玉川交番,131121,東京都,世田谷区,玉川４丁目,2020-03-01,20,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,キーなし,なし,原動機付自転車（50cc以下）
374,窃盗,オートバイ盗,玉川,瀬田交番,131121,東京都,世田谷区,上野毛４丁目,2017-04-15,08,その他の住宅（３階建て以下共同住宅等）,その他,キーなし,なし,自動二輪（50cc超）
375,窃盗,オートバイ盗,玉川,深沢交番,131121,東京都,世田谷区,駒沢公園,2020-09-03,08,その他,駐車（輪）場,キーなし,なし,原動機付自転車（50cc以下）
376,窃盗,オートバイ盗,玉川,深沢交番,131121,東京都,世田谷区,駒沢公園,2020-10-06,07,その他,駐車（輪）場,キーなし,なし,原動機付自転車（50cc以下）
377,窃盗,オートバイ盗,玉川,桜新町交番,131121,東京都,世田谷区,新町２丁目,2020-08-20,10,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,キーなし,なし,原動機付自転車（50cc以下）
